gps(15555215554_000000000000000,6/10/2014,18:31:04,23.0,13.0,android)
gps(_351880057387987,6/10/2014,18:32:48,35.305214,25.072315,android)
gps(_351880057387987,6/10/2014,18:32:49,35.305073,25.072426,android)
gps(_351880057387987,6/10/2014,18:32:50,35.30509,25.072365,android)
gps(_351880057387987,6/10/2014,18:32:51,35.305027,25.072252,android)
gps(_351880057387987,6/10/2014,18:32:52,35.305088,25.072184,android)
gps(_351880057387987,6/10/2014,18:32:53,35.30516,25.072098,android)
gps(_351880057387987,6/10/2014,18:32:54,35.30513,25.072067,android)
gps(_351880057387987,6/10/2014,18:32:55,35.305042,25.072166,android)
gps(_351880057387987,6/10/2014,18:32:56,35.305172,25.072252,android)
gps(_351880057387987,6/10/2014,18:32:57,35.30506,25.072178,android)
gps(_351880057387987,6/10/2014,18:32:58,35.305367,25.071781,android)
gps(_351880057387987,6/10/2014,18:32:59,35.30535,25.07178,android)
gps(_351880057387987,6/10/2014,18:33:00,35.305244,25.071842,android)
gps(_351880057387987,6/10/2014,18:33:01,35.30528,25.071527,android)
gps(_351880057387987,6/10/2014,18:33:02,35.305256,25.071888,android)
gps(_351880057387987,6/10/2014,18:33:03,35.305202,25.071766,android)
gps(_351880057387987,6/10/2014,18:33:04,35.30505,25.071575,android)
gps(_351880057387987,6/10/2014,18:33:05,35.305122,25.07166,android)
gps(_351880057387987,6/10/2014,18:33:08,35.304905,25.071806,android)
gps(_351880057387987,6/10/2014,18:33:15,35.305325,25.071856,android)
gps(_351880057387987,6/10/2014,18:33:16,35.30533,25.071844,android)
gps(_351880057387987,6/10/2014,18:33:17,35.30537,25.071674,android)
gps(_351880057387987,6/10/2014,19:44:23,35.341396,25.127657,android)
gps(_351880057387987,6/10/2014,19:44:24,35.341396,25.127676,android)
gps(_351880057387987,6/10/2014,19:44:24,35.341366,25.127554,android)
gps(_351880057387987,6/10/2014,19:44:25,35.341377,25.127531,android)
gps(_351880057387987,6/10/2014,19:44:26,35.34138,25.1275,android)
gps(_351880057387987,6/10/2014,19:44:28,35.34143,25.127523,android)
gps(_351880057387987,6/10/2014,19:44:29,35.34143,25.12749,android)
gps(_351880057387987,6/10/2014,19:44:29,35.341373,25.127518,android)
gps(_351880057387987,6/10/2014,19:44:30,35.341377,25.127525,android)
